FID,lnk,reg_obj_id,ro_acct,root_id,site_name,address,town,sw_id,acres,cap_status,lf_liner,status,type_oper,type_rsp,waste_type,l_base,l_acc_est,l_type,l_meth,l_src_1,l_src_2,l_src_3,l_staff,l_prog,l_date,dig_method,shape
GISDATA.SW_LD_POLY.837,010B,39029,172289,172290,ARLINGTON SUMMER STREET LANDFILL,SUMMER ST,ARLINGTON,0010.002,22.7157265,Capped,Not Lined,Closed,Municipal,,MSW,DOQ,100,PB,DDS,DD_PAR,DD_SW,AP_DOQ,MANNO_T,DEP_BAW,2010-08-24T00:00:00,PAR,"POLYGON ((226297.58681916445 909289.2439985536, 226309.66110818833 909287.3636037409, 226322.23019200563 909285.4832089283, 226332.81989518553 909283.8997044191, 226345.28999318182 909281.9202902094, 226357.76009117812 909280.039895393, 226369.33951824903 909278.3574050665, 226383.29410135746 909276.0811005495, 226395.4673090428 909274.2996915542, 226394.87349485606 909284.7904089168, 226394.18069484085 909297.6563830376, 226407.64048315585 909297.9533069208, 226419.41791544855 909298.250197228, 226434.26320304722 909298.5471211113, 226449.30649586767 909298.8439778425, 226461.87557968497 909299.3389069438, 226462.5684132725 909287.9574179314, 226463.26121328026 909275.7841766663, 226473.2570687011 909196.5098983236, 226457.5210094452 909196.3119938374, 226459.10451395065 909164.3449126557, 226460.29210875183 909139.4047166631, 226460.68798488379 909133.26860312, 226450.39520558715 909132.8727941476, 226438.81577850878 909132.278912805, 226429.51268953085 909131.9819889218, 226427.9292185977 909131.8831038326, 226417.73542512208 909131.3881747313, 226443.66531142592 909111.4954161458, 226479.09629193693 909084.3779014573, 226477.51268669218 909082.2006163374, 226455.0466997102 909048.9468873739, 226453.859104909 909046.9675067402, 226452.77049592137 909044.9881932624, 226451.78080560267 909042.9097932316, 226451.28587650508 909041.7221984267, 226450.69209589064 909039.9406887032, 226446.53539656103 909027.4705907069, 226424.8611954078 909044.8891738653, 226413.8755825162 909053.6974008977, 226399.32708448917 909065.2767943963, 226388.5395103991 909073.9860691875, 226378.04882661998 909082.2994678505, 226366.86520851403 909091.20671428, 226356.17662024498 909099.817103982, 226344.79509765655 909108.9221877456, 226333.51259446144 909117.92838642, 226304.8116088435 909091.0088097937, 226295.80537659675 909082.4974730685, 226278.38679343462 909066.0686138049, 226262.7496864274 909051.4210963808, 226259.68169680983 909048.5510112494, 226242.36213304847 909032.221070651, 226181.3971087858 909075.7676124871, 226139.63211025298 909105.0624122955, 226077.5784098506 909148.6087862477, 226065.80107828975 909156.13049981, 226064.81138797104 909156.7242804244, 226063.92068347335 909157.417114012, 226062.9309931621 909158.1099140234, 226062.13920732588 909158.9015991203, 226061.24850283563 909159.5944327116, 226060.55570282042 909160.4851036295, 226059.66499832273 909161.177903641, 226058.97219831496 909161.9696894698, 226058.18051321805 909162.8603939675, 226057.48767963052 909163.7511320412, 226056.79491319507 909164.641903691, 226056.20109900087 909165.7305126749, 226055.60728481412 909166.7202029936, 226055.01350419968 909167.6109074913, 226054.5186086744 909168.6005978063, 226054.02381388098 909169.590288125, 226053.5288847834 909170.678997837, 226053.13297507912 909171.6686881557, 226026.31238427758 909229.0707936995, 226072.23408214003 909256.4851986952, 226074.21349634975 909255.4955083765, 226075.69801504165 909254.802674789, 226080.5474808067 909267.2728735171, 226085.59488463402 909280.5347237661, 226091.23620337993 909295.0831882134, 226095.98671690375 909307.5533197857, 226099.05470652133 909315.5697945654, 226044.32481519878 909346.0522899106, 226049.27319963276 909356.8398975767, 226056.10211317986 909371.685319487, 226081.83409500122 909363.5697917305, 226084.70418013632 909362.6790872365, 226110.73308584094 909355.0584885813, 226132.40732057393 909347.1409996226, 226151.21150375158 909340.3121196479, 226173.8753952235 909332.0975724943, 226182.18879389018 909329.0295828767, 226190.20530224591 909326.0604783483, 226204.15998607874 909320.6171983927, 226216.13522212952 909316.0646229349, 226229.99088656902 909310.7202952243, 226242.46098456532 909305.9697817005, 226256.21769675612 909300.7243726552, 226268.78678057343 909295.8749068901, 226278.28790834546 909292.213103082, 226297.58681916445 909289.2439985536))"
GISDATA.SW_LD_POLY.839,035R,290637,289655,290636,BARRY QUARRY,403-406 CUMMINS HWY,BOSTON,0035.018,19.9083935,Incomplete,Not Lined,Inactive,Private,,C&D WASTE,DTQ,500,EL,MAP,UNK,,,MANNO_T,DEP_BAW,1997-08-22T00:00:00,P,"POLYGON ((231914.5313187018 891419.4375044778, 231886.62507371604 891421.8750470914, 231859.6093653366 891429.1250533089, 231834.24995701015 891440.9375738576, 231811.31244428456 891457.0000378452, 231791.53126300126 891476.8124460019, 231775.48441245407 891499.7499587238, 231763.65627846867 891525.1250476427, 231756.42188568413 891552.1249411181, 231753.9843430668 891579.9999256581, 231756.42188568413 891607.9374310896, 231763.67189189792 891634.9374924526, 231775.51567289978 891660.2500604764, 231791.56252345443 891683.2499262057, 231811.35931816697 891702.9999813512, 231834.28121745586 891719.0624453425, 231859.65627279878 891730.8749658912, 231886.68742672354 891738.1249721088, 231914.5313187018 891740.5625147223, 231942.45317712426 891738.1249721088, 231969.46871761233 891730.8749658912, 231994.81254608184 891718.9999244474, 232017.76567223668 891702.9374604598, 232037.54685351998 891683.1875731982, 232053.57819136977 891660.2500604764, 232065.42183806002 891634.8749715574, 232072.6405838281 891607.8749437742, 232075.0781264454 891579.9999256581, 232072.6405838281 891552.1249411181, 232065.3905776143 891525.0625267476, 232053.54693092406 891499.7499587238, 232037.49994606525 891476.8124460019, 232017.71879835427 891457.0000378452, 231994.79689906538 891440.9375738576, 231969.4218437299 891429.1250533089, 231942.39065622538 891421.8750470914, 231914.5313187018 891419.4375044778))"
GISDATA.SW_LD_POLY.841,251B,344773,341473,344772,ROCKLAND OLD LANDFILL,VETERANS OF FOREIGN WARS DR,ROCKLAND,0251.002,12.46204867,Incomplete,Not Lined,Inactive,Municipal,,MSW,DOQ,100,PB,DDS,DD_PAR,DD_SW,AP_DOQ,MANNO_T,DEP_BAW,2010-09-03T00:00:00,PAR,"POLYGON ((248687.17746908218 877799.33581388, 248703.40839028358 877740.152198609, 248720.43109731376 877677.3068131097, 248568.21659223735 877655.7314970419, 248533.28050725907 877767.665589422, 248530.31140273064 877778.6512023099, 248518.5341047421 877775.187302988, 248373.54432219267 877734.6099999882, 248339.30090291798 877725.2078916095, 248334.05559460074 877741.7357031181, 248590.48460758477 877940.960582193, 248596.32379724085 877942.0492919087, 248668.86821500212 877862.972918056, 248687.17746908218 877799.33581388))"
GISDATA.SW_LD_POLY.842,049A,39136,172390,172391,MOONEY STREET DUMP,45 MOONEY ST,CAMBRIDGE,0049.001,29.9,Incomplete,Not Lined,Inactive,Private,,MSW,DTQ,0,EL,MAP,UNK,,,MANNO_T,DEP_BAW,1997-08-12T00:00:00,P,"POLYGON ((228686.31246788055 904796.0625169761, 228652.14056820422 904799.0624454468, 228619.046902135 904807.9375584237, 228587.99993914366 904822.3750499636, 228559.8906859234 904842.062449906, 228535.67186421156 904866.3124984913, 228515.99994339794 904894.375045713, 228501.53122498095 904925.4374878295, 228492.6718597561 904958.562548656, 228489.67179697752 904992.6875408702, 228492.6718597561 905026.8749532476, 228501.54683841765 905059.9999804981, 228516.04685085267 905090.9999352954, 228535.70312465727 905119.1249698363, 228559.9531732425 905143.3750519976, 228588.03119958937 905163.0000653565, 228619.10942302644 905177.5000777915, 228652.21870253235 905186.3125355616, 228686.31246788055 905189.3124304563, 228720.50001456589 905186.3125355616, 228753.59378136694 905177.4375568964, 228784.62499661744 905162.9375444613, 228812.75003115833 905143.3125311024, 228836.96868498623 905119.0624825209, 228856.62499236315 905090.9375487119, 228871.10935778916 905059.8749722838, 228879.95307600498 905026.8124323525, 228882.95313878357 904992.6875408702, 228879.95307600498 904958.5000277609, 228871.07809734344 904925.3749669343, 228856.57808490843 904894.375045713, 228836.92181110382 904866.2499775961, 228812.68751025945 904842.062449906, 228784.60934960097 904822.3750499636, 228753.54690748453 904807.9375584237, 228720.421846658 904799.0624454468, 228686.31246788055 904796.0625169761))"
GISDATA.SW_LD_POLY.843,168B,341570,338370,172691,MARBLEHEAD LANDFILL,5 WOODFIN TER,MARBLEHEAD,0168.002,14.74994528,Capped,Not Lined,Closed,Municipal,Municipal,MSW,NA,100,PB,DDS,DD_PAR,DD_SW,AP_DOQ,MANNO_T,DEP_BAW,2010-10-05T00:00:00,PAR,"POLYGON ((252761.57418756932 918333.0609105751, 252806.53419856727 918285.750892926, 252836.85421345383 918253.8108078763, 252838.89420107752 918253.6908026785, 252840.24420918524 918253.8108078763, 252843.07420304418 918254.0607907213, 252844.74420262128 918254.0607907213, 252846.28419097513 918254.0607907213, 252847.43421280384 918254.0607907213, 252848.6841941923 918254.2508045472, 252850.32420925796 918254.500787396, 252852.9942073822 918254.6908012182, 252854.4841991663 918254.8708090149, 252855.7942167297 918255.1908004917, 252856.98419552296 918255.3108056895, 252858.14418979734 918255.3108056895, 252859.4542073682 918255.1908004917, 252860.60419561714 918255.1908004917, 252860.95420517772 918255.1207918637, 252862.07420891523 918255.5007859357, 252862.4841874987 918255.8708075583, 252863.29420579225 918256.0607878044, 252864.59418375045 918256.1907990314, 252866.244204849 918256.2508016303, 252867.64420952648 918256.0007852055, 252868.93421503156 918255.7508023605, 252870.17419039458 918255.5007859357, 252871.3142061904 918255.3708082885, 252871.90419256687 918255.2508030906, 252872.704204835 918255.4407833368, 252873.42420244217 918255.7508023605, 252875.04420544952 918256.3108042292, 252876.03419796377 918256.3708068281, 252877.03419650346 918256.5007844791, 252877.99420450628 918256.690798305, 252878.84421334416 918256.870806098, 252879.8942084536 918257.0607863478, 252880.89420699328 918257.0007837489, 252882.20419098437 918257.0607863478, 252882.8942040801 918257.1207889467, 252883.5441930592 918257.3708053716, 252884.12420699 918257.6907968447, 252957.60418848693 918180.9408919662, 252930.6242063418 918155.6209033653, 252986.79419361055 918096.7507991567, 253010.1841937527 918072.3108039014, 253013.28421609104 918069.0607918501, 253018.46421659738 918063.6208024696, 253034.03420262784 918047.6208929531, 253061.60420473665 918019.3708837777, 253091.84420496225 917988.3108928017, 253048.04418824613 917947.5609018542, 253003.04418670386 917905.6908064336, 253001.62420354784 917904.3108138181, 252965.82420873642 917943.5009050854, 252962.73419242352 917946.8708887585, 252941.73418946564 917969.8708887994, 252931.81418512762 917980.6908985414, 252926.45421040803 917986.2508931197, 252908.98418685794 918004.31090305, 252889.04418503493 918025.0008869842, 252857.3541835621 918058.4408019632, 252824.04421266168 918093.5607897043, 252806.15420449525 918112.500893712, 252775.53421019018 918145.0009134784, 252771.21419097483 918149.5609095134, 252762.5642136559 918158.6909076199, 252758.34418758005 918163.1909010559, 252751.03421233594 918170.5609124713, 252684.26421366632 918237.810797628, 252701.87418731302 918255.2508030906, 252706.29419967532 918259.5608162805, 252733.92420437932 918233.8108034581, 252756.1241921559 918254.500787396, 252736.96419055015 918273.4407906681, 252732.5442117676 918298.5008911267, 252732.28418931365 918298.7509075478, 252725.92421604693 918304.8109013997, 252745.78420320898 918325.3709076829, 252745.9341929108 918325.5608879328, 252746.07421016693 918325.7509017587, 252746.21419385076 918325.9409155846, 252746.344205074 918326.1908984296, 252746.4542042464 918326.3709062263, 252746.5142068416 918326.5608864762, 252746.6041939482 918326.7509002984, 252746.67420257628 918326.9409141243, 252746.73420517892 918327.120888345, 252746.7942077741 918327.3709047697, 252746.84420434386 918327.5608850159, 252746.8741888553 918327.7508988418, 252746.8942009136 918327.9409126677, 252746.9042069465 918328.1208868846, 252746.92418542504 918328.3109007105, 252746.92418542504 918328.5009145364, 252746.92418542504 918328.6908947863, 252746.9042069465 918328.870902583, 252746.8741888553 918329.0609164052, 252746.85421037674 918329.250896655, 252746.8141862601 918329.4409104809, 252746.74421120435 918329.690893326, 252746.70418708771 918329.8709011227, 252746.62420600653 918330.0609149486, 252746.56420341134 918330.2508951984, 252746.4542042464 918330.4409090206, 252746.53418532014 918330.6209168173, 252752.5742006898 918324.2509039454, 252761.57418756932 918333.0609105751))"
GISDATA.SW_LD_POLY.844,262E,39704,172913,172914,WHEELABRATOR SAUGUS INC ASH LANDFILL,100 SALEM TPKE,SAUGUS,0262.005,154.79376081,Incomplete,Not Lined,Active,Private,Private,ASH,DOQ,100,FEN,PHO,DD_SW,AP_DOQ,,MANNO_T,DEP_BAW,2010-10-12T00:00:00,F,"POLYGON ((241901.62762895226 909891.5214092806, 241994.24175756425 910086.4985610209, 242014.73722831905 910129.6469099, 242133.79997862875 910294.3503498212, 242328.26910612732 910389.600529924, 242463.20685847104 910470.9600916356, 242594.17587710172 910580.1009237021, 242641.8009839356 910695.1949067153, 242705.30109281093 910689.2417557687, 242639.81660028547 910534.4602005109, 242530.67576822639 910389.600529924, 242562.42583944649 910361.819225993, 242794.5981555432 910254.6627775766, 242840.2388787344 910220.9283227026, 242875.95768368244 910181.2407504581, 242917.62967315316 910109.8031069897, 242939.45782613754 910074.0843020417, 242641.8009839356 909564.098879505, 242435.42555454373 909637.5209066235, 242302.47218585014 909593.8645670824, 242151.6593643129 909667.2865942009, 242042.51853224635 909712.9273173921, 241971.08088877797 909736.7398540229, 241905.5963962525 909774.443076197, 241901.62762895226 909891.5214092806))"
GISDATA.SW_LD_POLY.845,262G,39447,172680,172681,GENERAL ELECTRIC LANDFILL,SALEM TPKE,SAUGUS,0262.007,12.46596287,Capped,Not Lined,Closed,Private,Private,MSW,DOQ,100,EWA,PHO,DD_SW,AP_DOQ,,MANNO_T,DEP_BAW,2010-10-12T00:00:00,F,"POLYGON ((242883.01616510004 911024.2985165715, 242902.11915248632 911037.0338414982, 242930.77359999716 911035.4419426695, 242949.87658738345 911014.7470564544, 242964.999794133 910990.8683054261, 242973.75530483574 910988.4804571867, 242984.89873093367 910986.0925753675, 243012.75722903013 910955.8461954556, 243027.08445278555 910951.8664148077, 243067.67827580124 910917.6402542517, 243064.49444457144 910906.4968281537, 243043.00360894203 910900.9251486808, 243038.2278453037 910895.3534356281, 243023.9006215483 910850.7798319645, 243038.2278453037 910838.0445070378, 243000.02190410346 910783.9194096737, 242939.52914427966 910783.9194096737, 242894.95554061234 910774.3679159805, 242877.44448562711 910776.755797796, 242831.27894955128 910810.9819583558, 242812.175962165 910815.7576884143, 242808.14702437818 910814.4272558652, 242797.931237787 910806.8622276075, 242795.5124984458 910804.99459216, 242793.8868208751 910802.7539802901, 242792.84250032157 910801.3145894669, 242791.76248712838 910798.1246135943, 242791.62250344455 910794.0046142302, 242792.51304005831 910790.4267200455, 242793.91270896047 910785.7839224339, 242797.10547174513 910779.6614076905, 242809.78811392188 910764.8164222836, 242824.91128709167 910749.6932491176, 242829.68705072254 910722.6307004355, 242813.76789456606 910709.8953755088, 242781.13363283873 910693.9762193486, 242756.45896597207 910701.9358142167, 242752.4791853279 910726.6104810797, 242750.09130351245 910744.1215360686, 242883.01616510004 911024.2985165715))"
GISDATA.SW_LD_POLY.847,141B,254080,253984,254078,HUDSON STOW LANDFILL,36D STOW AND CEMETERY RDS,HUDSON,0141.002,35.81976595,Capped,Lined,Closed,Private,Private,MSW,DOQ,100,AA,MAP,MS_SITE,,,SWIGOR_J,DEP_GIS,2002-06-24T00:00:00,F,"POLYGON ((196503.57808233798 906238.0625297837, 196521.09373741597 906273.1249996461, 196538.60942606628 906286.5625262186, 196565.54683222622 906286.5625262186, 196585.74997918308 906278.4999498352, 196608.6562314555 906262.3124440573, 196635.60938536376 906250.1874869205, 196670.640594773 906246.1874591745, 196707.0156340748 906236.749993924, 196727.21878103167 906228.6250309534, 196760.90619413555 906211.1249893159, 196774.37494758517 906193.6249476746, 196782.46878441423 906154.5624500699, 196793.23443254083 906128.9374790378, 196801.32813506573 906104.6875311844, 196808.06249500066 906085.8125671037, 196833.6562391594 906061.5625185184, 196856.56249143928 906048.1249919422, 196865.99995668977 906023.874943357, 196892.93749716133 906015.8125012815, 196954.92189405113 905991.4999318011, 196980.51560463756 905959.1874411441, 197007.46879211813 905928.1875199191, 196991.29689977318 905912.0625350364, 196941.4374935925 905912.0625350364, 196902.3749959916 905910.6874782816, 196817.49999383092 905913.3749365881, 196756.8594268188 905912.0625350364, 196720.48438751698 905898.5625211447, 196694.890676938 905875.6875293143, 196653.12507401407 905875.6875293143, 196553.42187508196 905855.437474899, 196508.9687802717 905836.5625108145, 196480.67183006555 905832.5624830686, 196476.62502916902 905870.25005823, 196477.96872474253 905912.0625350364, 196496.82804181427 905963.2499897815, 196479.3281344846 905976.6875163577, 196441.59368544072 905988.8124734946, 196413.29686953872 906003.6250232495, 196422.73433479667 906025.1874792166, 196425.42182667553 906064.3124977201, 196422.73433479667 906096.6249883771, 196424.0781646818 906108.7499455176, 196473.93743655086 906131.6249373443, 196496.82804181427 906161.3124570176, 196492.79692150652 906216.499939505, 196503.57808233798 906238.0625297837))"
GISDATA.SW_LD_POLY.864,284B,39765,172969,172970,STONEHAM DUMP,DL SAINT GAREY ST,STONEHAM,0284.002,8.59746515,Incomplete,Not Lined,Inactive,,,MSW,DOQ,100,EWA,IN,MS_SITE,AP_DOQ,,ADAMS_D,DEP_BAW,2013-05-23T00:00:00,F,"POLYGON ((234794.9923997745 915271.4507416785, 234782.7526083365 915125.3382692076, 234706.25392866135 915139.1080093868, 234556.3165003881 915146.7578874268, 234534.8968821615 915259.9759414047, 234689.4242238328 915296.6953157075, 234753.68311207741 915283.6905331127, 234794.9923997745 915271.4507416785))"
GISDATA.SW_LD_POLY.873,155A,39428,172661,172662,LEXINGTON LANDFILL,60 HARTWELL AVE,LEXINGTON,0155.001,29.6883985,Incomplete,Not Lined,Inactive,Municipal,,MSW,PTQ,100,EWA,MAP,MS_USGS,MS_LMST,MS_SITE,MANNO_T,DEP_BAW,2005-12-28T00:00:00,F,"POLYGON ((220102.48434187472 913320.6875193119, 220166.64058437198 913282.2500291914, 220281.43754276633 913216.1249829009, 220389.96871216595 913145.3750021197, 220376.95318484306 913122.2499602884, 220349.56255256385 913085.4374761917, 220316.62505441904 913035.8749938942, 220286.17183846235 912991.4375460967, 220261.78126896173 912963.624948144, 220230.74991940707 912915.3750017062, 220217.15625847876 912889.6249888875, 220208.34380070865 912883.1250655167, 220180.56246320158 912872.5000390373, 220162.1562043652 912869.625018049, 220139.28121253848 912869.874933742, 220105.3124889806 912887.1249253787, 220083.37494122237 912908.3749447577, 220063.07814723253 912947.4999632612, 220046.5936839953 912984.8124466278, 220034.7188104391 913013.2500520647, 220020.2500584498 913044.8124934547, 220007.04683412611 913076.4374557361, 219997.78128454834 913100.4999752119, 219983.9375736192 913133.3749524616, 219963.25004082918 913155.3125002198, 219941.34375351667 913174.6874299981, 219922.57804989815 913195.9999702759, 219908.35938148946 913210.9999484047, 219908.0780710429 913229.499988582, 219912.9688032791 913242.312474098, 219922.82813347876 913263.4999725856, 219936.68745783716 913270.749945227, 219952.546913594 913272.8749169447, 219967.09379991144 913277.6249939613, 220004.6094258204 913276.9999864809, 220030.60938791186 913281.2499299161, 220058.4999858886 913286.8125771023, 220077.46873131394 913292.8750556707, 220087.5312376246 913300.625027582, 220102.48434187472 913320.6875193119))"
GISDATA.SW_LD_POLY.879,157A,39429,172662,172663,LINCOLN LANDFILL,LANDFILL RD N GREAT RD OFF 2A,LINCOLN,0157.001,8.6656616,Capped,Not Lined,Closed,Municipal,,MSW,DOQ,100,EWA,PHO,DD_SW,AP_DOQ,DD_LU,MANNO_T,DEP_BAW,2010-09-23T00:00:00,F,"POLYGON ((218086.23138893396 910624.3378144093, 218118.29960487783 910666.5665151738, 218131.5986923352 910684.079383336, 218145.99491740018 910703.036947526, 218168.48454278708 910697.7452689894, 218189.65125694126 910693.7765016928, 218197.58875795454 910677.9014996551, 218196.26588029414 910659.380607985, 218169.807487607 910617.047179684, 218181.8921855837 910589.759663228, 218201.5575252548 910582.6512859762, 218201.5575252548 910566.7762839422, 218183.0366671607 910549.5783035122, 218134.0886490792 910546.9324810319, 218074.55727392435 910521.7969995812, 218038.83846897632 910492.6927844137, 218007.08836417645 910503.2761414871, 217983.2758611217 910503.2761414871, 217933.00489822775 910475.4948039837, 217902.57777182013 910497.9844629504, 217901.25486057997 910532.3803566583, 217918.45277385414 910583.9741972163, 217972.69250404835 910607.7867674269, 217985.92168360204 910621.0159469806, 218009.57600409538 910640.1030858941, 218086.23138893396 910624.3378144093))"
